lat,lon
40.12250794,-88.247681
40.1247039,-88.247681
40.12654334,-88.247681
40.12794574,-88.247681
40.12907882,-88.247681
40.13011579,-88.247681
40.13156828,-88.247681
40.13302078,-88.247681
40.13434449,-88.247681
40.13678552,-88.247681
40.13957862,-88.247681
40.1418371,-88.247681
40.14550189,-88.247681
40.14905908,-88.247681
40.15153891,-88.247681
40.15330735,-88.247681
40.1545783,-88.247681
40.15606361,-88.247681
40.1576909,-88.247681
40.1594439,-88.247681
40.16093196,-88.247681
40.16222617,-88.247681
40.1641397,-88.247681
40.16560874,-88.247681
40.16819314,-88.247681
40.17079306,-88.247681
40.17339297,-88.247681
40.17667182,-88.247681
40.1786321,-88.247681
40.18059239,-88.247681
40.18199079,-88.247681
40.18252024,-88.247681
40.18302772,-88.247681
40.18362844,-88.247681
40.18384777,-88.247681
40.18371902,-88.247681
40.18359027,-88.247681
40.18346152,-88.247681
40.18392365,-88.247681
40.18436264,-88.247681
40.18495145,-88.247681
40.18540507,-88.247681
40.18534201,-88.247681
40.18518388,-88.247681
40.18388303,-88.247681
40.18258218,-88.247681
40.18128134,-88.247681
40.17967091,-88.247681
40.17860526,-88.247681
40.17778526,-88.247681
40.17547287,-88.247681
40.17290721,-88.247681
40.17055517,-88.247681
40.16847909,-88.247681
40.16640301,-88.247681
40.16348167,-88.247681
40.16102349,-88.247681
40.15798091,-88.247681
40.15361497,-88.247681
40.14838633,-88.247681
40.14403204,-88.247681
40.13982449,-88.247681
40.13561695,-88.247681
40.13131276,-88.247681
40.12705682,-88.247681
40.12225491,-88.247681
40.11745301,-88.247681
40.1137382,-88.247681
40.11025551,-88.247681
40.10697207,-88.247681
40.10368863,-88.247681
40.100526,-88.247681
40.09729105,-88.247681
40.0940561,-88.247681
40.08978616,-88.247681
40.08524891,-88.247681
40.08190959,-88.247681
40.07857027,-88.247681
40.07621691,-88.247681
40.07258014,-88.247681
40.06972192,-88.247681
40.06757779,-88.247681
40.06520467,-88.247681
40.06283155,-88.247681
40.06055982,-88.247681
40.05881811,-88.247681
40.0570764,-88.247681
40.05632848,-88.247681
40.05543379,-88.247681
40.05467846,-88.247681
40.05353992,-88.247681
40.05174766,-88.247681
40.04990779,-88.247681
40.04783493,-88.247681
40.04576207,-88.247681
40.0436892,-88.247681
40.04139884,-88.247681
40.0389485,-88.247681
40.03644233,-88.247681
40.0349075,-88.247681
40.03361587,-88.247681
40.03232425,-88.247681
40.030085,-88.247681
40.02784576,-88.247681
40.02521396,-88.247681
40.02358203,-88.247681
40.0216455,-88.247681
40.0199582,-88.247681
40.0186379,-88.247681
40.01741727,-88.247681
40.01605975,-88.247681
40.01468719,-88.247681
40.01252343,-88.247681
40.01035968,-88.247681
40.0081107,-88.247681
40.00622944,-88.247681
40.00434817,-88.247681
40.00122998,-88.247681
39.99818126,-88.247681
39.99405752,-88.247681
39.98937927,-88.247681
39.98498785,-88.247681
39.98059643,-88.247681
39.97619186,-88.247681
39.97197475,-88.247681
39.96775764,-88.247681
39.96357141,-88.247681
39.95889029,-88.247681
39.95390506,-88.247681
39.94906613,-88.247681
39.94435646,-88.247681
39.9395362,-88.247681
39.93456098,-88.247681
39.9293608,-88.247681
39.92450486,-88.247681
39.92030341,-88.247681
39.91676738,-88.247681
39.91293624,-88.247681
39.90886922,-88.247681
39.90369373,-88.247681
39.89970945,-88.247681
39.89544551,-88.247681
39.89125951,-88.247681
39.88611518,-88.247681
39.88134374,-88.247681
39.87600485,-88.247681
39.87066596,-88.247681
39.86562937,-88.247681
39.86071787,-88.247681
39.85605816,-88.247681
39.85005113,-88.247681
39.8440441,-88.247681
39.83787582,-88.247681
39.83218754,-88.247681
39.82679868,-88.247681
39.82140981,-88.247681
39.81489085,-88.247681
39.80952407,-88.247681
39.80415729,-88.247681
39.79974873,-88.247681
39.79534017,-88.247681
39.7909316,-88.247681
39.78652304,-88.247681
39.78238213,-88.247681
39.77834029,-88.247681
39.77429844,-88.247681
39.77010978,-88.247681
39.76571839,-88.247681
39.76147176,-88.247681
39.75704235,-88.247681
39.75324945,-88.247681
39.74931667,-88.247681
39.74538389,-88.247681
39.74170958,-88.247681
39.73797007,-88.247681
39.73438333,-88.247681
39.73056683,-88.247681
39.72675032,-88.247681
39.72328862,-88.247681
39.71979045,-88.247681
39.71583809,-88.247681
39.71078782,-88.247681
39.70627373,-88.247681
39.70116098,-88.247681
39.6959182,-88.247681
39.68943577,-88.247681
39.68322921,-88.247681
39.67701556,-88.247681
39.67080192,-88.247681
39.66375872,-88.247681
39.6567425,-88.247681
39.65022897,-88.247681
39.64371544,-88.247681
39.63755464,-88.247681
39.6313629,-88.247681
39.62537725,-88.247681
39.61911805,-88.247681
39.61273544,-88.247681
39.6064415,-88.247681
39.60014757,-88.247681
39.59410022,-88.247681
39.5881514,-88.247681
39.58277204,-88.247681
39.57715166,-88.247681
39.5712945,-88.247681
39.56566933,-88.247681
39.55965752,-88.247681
39.55307354,-88.247681
39.54722077,-88.247681
39.54099613,-88.247681
39.53487158,-88.247681
39.52874703,-88.247681
39.52262249,-88.247681
39.51661975,-88.247681
39.51088032,-88.247681
39.50519099,-88.247681
39.49931039,-88.247681
39.49329134,-88.247681
39.48704155,-88.247681
39.48128532,-88.247681
39.47552909,-88.247681
39.46977286,-88.247681
39.46254138,-88.247681
39.45530989,-88.247681
39.44785493,-88.247681
39.44039997,-88.247681
39.432945,-88.247681
39.42482664,-88.247681
39.41670827,-88.247681
39.40908905,-88.247681
39.40123104,-88.247681
39.39365853,-88.247681
39.38623483,-88.247681
39.37907916,-88.247681
39.37275498,-88.247681
39.36643079,-88.247681
39.36029631,-88.247681
39.35361267,-88.247681
39.34775781,-88.247681
39.3419144,-88.247681
39.33607099,-88.247681
39.33002381,-88.247681
39.32379577,-88.247681
39.31796552,-88.247681
39.31308091,-88.247681
39.30912013,-88.247681
39.30561681,-88.247681
39.3025136,-88.247681
39.2995165,-88.247681
39.29668493,-88.247681
39.29362709,-88.247681
39.29015165,-88.247681
39.28663035,-88.247681
39.28298436,-88.247681
39.27786448,-88.247681
39.27333437,-88.247681
39.26935025,-88.247681
39.26499398,-88.247681
39.2597447,-88.247681
39.25397208,-88.247681
39.24819945,-88.247681
39.24273915,-88.247681
39.23727884,-88.247681
39.23124037,-88.247681
39.22491789,-88.247681
39.21904156,-88.247681
39.21316523,-88.247681
39.20728889,-88.247681
39.20153411,-88.247681
39.1956076,-88.247681
39.19061845,-88.247681
39.18635988,-88.247681
39.18218088,-88.247681
39.17800188,-88.247681
39.17434167,-88.247681
39.17018963,-88.247681
39.16632455,-88.247681
39.16245947,-88.247681
39.15860519,-88.247681
39.15435861,-88.247681
39.15011203,-88.247681
39.14593341,-88.247681
39.14184543,-88.247681
39.13690118,-88.247681
39.13249355,-88.247681
39.12819412,-88.247681
39.1244042,-88.247681
39.1220396,-88.247681
39.11967501,-88.247681
39.11732664,-88.247681
39.11537375,-88.247681
39.11356489,-88.247681
39.11267274,-88.247681
39.1125512,-88.247681
39.11230293,-88.247681
39.11243441,-88.247681
39.1125659,-88.247681
39.11264468,-88.247681
39.11313779,-88.247681
39.11365015,-88.247681
39.11440741,-88.247681
39.11502172,-88.247681
39.11531417,-88.247681
39.11566206,-88.247681
39.11553864,-88.247681
39.11640659,-88.247681
39.1182516,-88.247681
39.12040609,-88.247681
39.12265568,-88.247681
39.12620794,-88.247681
39.1294962,-88.247681
39.13380418,-88.247681
39.13813109,-88.247681
39.14291137,-88.247681
39.14681251,-88.247681
39.15190325,-88.247681
39.15676772,-88.247681
39.16103563,-88.247681
39.16483602,-88.247681
39.16863642,-88.247681
39.17243681,-88.247681
39.17593017,-88.247681
39.18068082,-88.247681
39.1861415,-88.247681
39.19182525,-88.247681
39.19769466,-88.247681
39.20290783,-88.247681
39.20917826,-88.247681
39.2146586,-88.247681
39.2203199,-88.247681
39.22681717,-88.247681
39.23413773,-88.247681
39.24052298,-88.247681
39.24802589,-88.247681
39.2555288,-88.247681
39.26181019,-88.247681
39.2685714,-88.247681
39.27546518,-88.247681
39.28235896,-88.247681
39.29034585,-88.247681
39.29861106,-88.247681
39.30687627,-88.247681
39.31514149,-88.247681
39.3232188,-88.247681
39.33129611,-88.247681
39.33891702,-88.247681
39.34632885,-88.247681
39.35374069,-88.247681
39.3613378,-88.247681
39.36962754,-88.247681
39.37750352,-88.247681
39.38448724,-88.247681
39.39072952,-88.247681
39.39647204,-88.247681
39.40218135,-88.247681
39.40815036,-88.247681
39.41440052,-88.247681
39.41985059,-88.247681
39.42558747,-88.247681
39.4323047,-88.247681
39.43902193,-88.247681
39.44633144,-88.247681
39.45375527,-88.247681
39.46107244,-88.247681
39.4683896,-88.247681
39.47637795,-88.247681
39.48412562,-88.247681
39.49177818,-88.247681
39.49957261,-88.247681
39.50740079,-88.247681
39.51441159,-88.247681
39.52093966,-88.247681
39.52663883,-88.247681
39.53186333,-88.247681
39.53659689,-88.247681
39.54168618,-88.247681
39.54672284,-88.247681
39.55152218,-88.247681
39.55632152,-88.247681
39.56171249,-88.247681
39.56846174,-88.247681
39.57523047,-88.247681
39.58268941,-88.247681
39.58975815,-88.247681
39.59725676,-88.247681
39.60467823,-88.247681
39.61277909,-88.247681
39.62068451,-88.247681
39.62858994,-88.247681
39.63654966,-88.247681
39.64430887,-88.247681
39.65153951,-88.247681
39.65877015,-88.247681
39.66715091,-88.247681
39.67490989,-88.247681
39.68235079,-88.247681
39.69064817,-88.247681
39.69898859,-88.247681
39.7075721,-88.247681
39.71575761,-88.247681
39.72384352,-88.247681
39.73215958,-88.247681
39.74163497,-88.247681
39.75008856,-88.247681
39.75849685,-88.247681
39.76690513,-88.247681
39.77531342,-88.247681
39.78400739,-88.247681
39.79153344,-88.247681
39.79888098,-88.247681
39.80662291,-88.247681
39.81436483,-88.247681
39.82210676,-88.247681
39.82994995,-88.247681
39.83779314,-88.247681
39.84563632,-88.247681
39.85368837,-88.247681
39.86174041,-88.247681
39.86896229,-88.247681
39.87681136,-88.247681
39.88518825,-88.247681
39.89323898,-88.247681
39.90123128,-88.247681
39.90916934,-88.247681
39.91775092,-88.247681
39.92634296,-88.247681
39.93605295,-88.247681
39.94610919,-88.247681
39.95637198,-88.247681
39.96562376,-88.247681
39.9738944,-88.247681
39.98213882,-88.247681
39.99038325,-88.247681
39.99973707,-88.247681
40.00857585,-88.247681
40.01702926,-88.247681
40.02539105,-88.247681
40.03271171,-88.247681
40.04027393,-88.247681
40.04856849,-88.247681
40.05729497,-88.247681
40.06602146,-88.247681
40.07402538,-88.247681
40.08232457,-88.247681
40.0908782,-88.247681
40.09915369,-88.247681
40.10742917,-88.247681
40.11490537,-88.247681
40.12205245,-88.247681
40.12942163,-88.247681
40.13793098,-88.247681
40.14715487,-88.247681
40.15637875,-88.247681
40.16544602,-88.247681
40.17451329,-88.247681
40.18416757,-88.247681
40.19405909,-88.247681
40.2039506,-88.247681
40.21384212,-88.247681
40.22393987,-88.247681
40.23403763,-88.247681
40.24400578,-88.247681
40.25385317,-88.247681
40.26370056,-88.247681
40.2734615,-88.247681
40.28283248,-88.247681
40.29334844,-88.247681
40.30382162,-88.247681
40.31498633,-88.247681
40.32522027,-88.247681
40.33561859,-88.247681
40.34601692,-88.247681
