lat,lon
40.11967547,-84.92351695
40.11966684,-84.87871208
40.11965821,-84.83390722
40.11964974,-84.78952603
40.11964122,-84.74503144
40.11963252,-84.70005015
40.11962511,-84.65853492
40.1196177,-84.6170197
40.11961047,-84.57602389
40.11960365,-84.53618184
40.1195968,-84.4962749
40.11958995,-84.45636795
40.11958316,-84.41663903
40.1195764,-84.3769835
40.11956793,-84.33259954
40.11955946,-84.28821559
40.11955184,-84.24612297
40.11954422,-84.20403037
40.11953619,-84.16081924
40.1195283,-84.11798853
40.11952153,-84.07829746
40.11951556,-84.04103481
40.11950931,-84.00292688
40.1195032,-83.96521498
40.11949781,-83.92980546
40.11949242,-83.89439594
40.11948821,-83.86313673
40.1194835,-83.83003353
40.11948001,-83.80155615
40.11947653,-83.77307877
40.119473,-83.74442954
40.11946925,-83.71489443
40.11946528,-83.68453807
40.11946114,-83.65348487
40.11945616,-83.61946906
40.11945097,-83.58471502
40.11944598,-83.55065481
40.11944013,-83.51376505
40.11943275,-83.47233796
40.11942602,-83.43278828
40.11941758,-83.3884924
40.11940863,-83.34285035
40.11940022,-83.29863134
40.11939283,-83.25719542
40.11938536,-83.21551189
40.11937889,-83.17670472
40.11937177,-83.13602465
40.11936465,-83.09534458
40.11935754,-83.05466452
40.11935068,-83.01473557
40.11934369,-82.97442438
40.11933633,-82.93303832
40.11932981,-82.89411635
40.1193233,-82.85519438
40.11931724,-82.81766002
40.11931118,-82.78012566
40.11930537,-82.74336285
40.11929976,-82.70723905
40.11929312,-82.66794935
40.1192869,-82.62989637
40.11928086,-82.59241967
40.11927618,-82.55944498
40.1192717,-82.52717436
40.11926675,-82.49324172
40.11926208,-82.46028704
40.1192584,-82.43101231
40.11925472,-82.40176922
40.11925069,-82.37115501
40.11924666,-82.34054079
40.11924339,-82.31296104
40.11924012,-82.28538128
40.11923676,-82.25743436
40.11923332,-82.22917082
40.1192293,-82.19858871
40.11922471,-82.16592551
40.11921962,-82.13151634
40.11921486,-82.09825081
40.11921076,-82.06734576
40.11920665,-82.03644072
40.11920263,-82.00587791
40.11919841,-81.97454135
40.11919365,-81.9412743
40.11918825,-81.90583782
40.11918197,-81.86762997
40.11917533,-81.82832014
40.11916857,-81.78866872
40.11916186,-81.7491604
40.11915528,-81.71006106
40.11914834,-81.66987648
40.11914079,-81.62798978
40.11913239,-81.58378844
40.11912545,-81.54361986
40.11911947,-81.50632268
40.11911378,-81.46995687
40.11910795,-81.4331136
40.11910186,-81.39547724
40.11909637,-81.35976963
40.11909168,-81.32672551
40.11908743,-81.29528764
40.11908318,-81.26384976
40.11907782,-81.22855043
40.11907297,-81.19498337
40.11906739,-81.15893356
40.11906115,-81.12085058
40.11905491,-81.0827676
40.11904889,-81.04533119
40.11904265,-81.00726241
40.11903666,-80.96991483
40.11903065,-80.9325556
40.11902431,-80.89415267
40.11901797,-80.85574974
40.11901279,-80.82102441
40.11900749,-80.78592689
40.11900271,-80.75260525
40.11899687,-80.7157325
40.1189919,-80.68173646
40.11898693,-80.64776108
40.11898169,-80.61283524
40.11897649,-80.5780586
40.11897125,-80.54316254
40.11896624,-80.50901905
40.11896193,-80.47738095
40.11895763,-80.44574286
40.11895334,-80.4141675
40.11894902,-80.38244452
40.118945,-80.35189023
40.11894033,-80.31892764
40.11893577,-80.28638468
40.11893126,-80.25396586
40.11892674,-80.22154703
40.11892204,-80.18851729
40.11891756,-80.15620761
40.11891329,-80.12470456
40.11890902,-80.0931896
40.11890517,-80.06328239
40.11890132,-80.03337517
40.11889653,-79.9999732
40.11889173,-79.96657123
40.11888693,-79.93316926
40.11888213,-79.89974491
40.11887732,-79.86632055
40.11887252,-79.8328962
40.11886709,-79.79737819
40.11886092,-79.75948929
40.11885536,-79.72353322
40.11885009,-79.68851297
40.11884381,-79.65030724
40.11883841,-79.61487458
40.11883301,-79.57944192
40.11882741,-79.54334711
40.11882193,-79.50764758
40.11881645,-79.47194805
40.11881097,-79.43624853
40.11880423,-79.39665471
40.11879788,-79.35821456
40.11879287,-79.32409749
40.11878824,-79.29126683
40.1187836,-79.25843617
40.1187791,-79.2260841
40.1187745,-79.19337872
40.11877014,-79.1615206
40.11876611,-79.13090522
40.11876207,-79.10028984
40.11875821,-79.07030731
40.11875534,-79.0444924
40.11875209,-79.01700252
40.1187483,-78.98731318
40.1187444,-78.95720035
40.11873973,-78.92424725
40.11873507,-78.89129416
40.11873111,-78.8609773
40.11872701,-78.83010019
40.11872345,-78.80131565
40.11872004,-78.77313908
40.11871568,-78.74131463
40.11871057,-78.70683328
40.11870529,-78.67179885
40.1187005,-78.6384157
40.11869598,-78.60600506
40.1186919,-78.57521285
40.11868772,-78.54400831
40.11868342,-78.51240826
40.11867865,-78.47909219
40.1186738,-78.44552467
40.11866963,-78.41435487
40.11866416,-78.37870967
40.11865777,-78.34014173
40.11865154,-78.30208353
40.11864483,-78.26257734
40.11863805,-78.22286671
40.11863165,-78.18430991
40.11862522,-78.14562993
40.11861971,-78.10984194
40.11861458,-78.07528681
40.11860901,-78.03929422
40.118603,-78.00192638
40.11859631,-77.96248415
40.11859015,-77.92463152
40.11858337,-77.8849276
40.11857739,-77.84763848
40.11857274,-77.81472754
40.11856742,-77.77956334
40.1185621,-77.74439915
40.11855779,-77.71272263
40.11855345,-77.68096665
40.11854824,-77.64616487
40.11854284,-77.61072608
40.11853744,-77.5752873
40.11853197,-77.53962206
40.11852717,-77.50619199
40.11852216,-77.47206438
40.11851704,-77.43756656
40.11851192,-77.40306875
40.11850679,-77.36852321
40.11850248,-77.33688189
40.11849818,-77.30524057
40.11849447,-77.27586126
40.11848957,-77.24210957
40.11848437,-77.20732828
40.1184791,-77.17234125
40.11847405,-77.13807399
40.11846842,-77.10186594
40.11846261,-77.06511494
40.11845757,-77.0308904
40.11845382,-77.00133907
40.11844984,-76.97093588
40.11844587,-76.94053268
40.11844096,-76.90673791
40.11843615,-76.87329054
40.1184306,-76.83739608
40.11842506,-76.80150163
40.11841917,-76.76447841
40.11841259,-76.72536297
40.11840601,-76.68624754
40.11839884,-76.64540327
40.11839182,-76.60499695
40.11838434,-76.56329891
40.11837714,-76.52238664
40.11836995,-76.48147437
40.11836239,-76.4395459
40.11835416,-76.39580828
40.11834643,-76.35339865
40.11833869,-76.31098903
40.11833058,-76.26756283
40.11832247,-76.22411862
40.11831468,-76.18157287
40.11830501,-76.13414992
40.11829524,-76.08648932
40.11828516,-76.03806076
40.11827624,-75.99251031
40.1182677,-75.94794346
40.11825915,-75.90337661
40.11824964,-75.85634873
40.11824162,-75.81314644
40.11823359,-75.76994415
40.11822559,-75.72681008
40.11821705,-75.68224448
40.11820751,-75.63513177
40.11819737,-75.58658862
40.11818724,-75.53804549
40.11817718,-75.48968625
40.11816743,-75.44204935
40.11815737,-75.39369158
40.11814701,-75.34461239
40.11813744,-75.2974346
40.1181268,-75.24768499
40.11811596,-75.1974854
40.11810588,-75.14907287
40.11809497,-75.09869404
40.11808248,-75.0447983
40.11806817,-74.98710575
40.11805355,-74.92879788
40.11803766,-74.86801036
40.11802131,-74.80634946
40.11800471,-74.74422301
40.11798719,-74.68039852
40.11796999,-74.61714745
40.11795213,-74.55270496
40.11793479,-74.48918984
40.11791746,-74.42572174
40.11790049,-74.36289847
40.11788368,-74.30037781
40.11786688,-74.23785716
40.11785007,-74.17533652
40.11783397,-74.11416224
40.11781969,-74.05652384
40.11780503,-73.99813551
40.11778992,-73.93886349
40.1177764,-73.88277728
40.1177622,-73.82532838
40.11774836,-73.76858482
40.11773648,-73.71603142
40.11772449,-73.66323441
40.11771251,-73.61043741
40.11769977,-73.55601902
40.11768597,-73.49936028
40.11767261,-73.44362482
40.11765929,-73.38796662
40.11764597,-73.33230844
40.11763265,-73.27665027
40.11761928,-73.22089044
40.11760404,-73.16135123
40.11758931,-73.10284139
40.11757369,-73.04256252
40.11755815,-72.98244813
40.11754225,-72.92164586
40.11752567,-72.85955
40.11750846,-72.79628084
40.11748996,-72.73069097
40.11747146,-72.66510111
40.11745151,-72.59698327
40.11742909,-72.52477923
40.11740461,-72.4493267
40.11738086,-72.37500367
40.1173571,-72.30068067
40.11733335,-72.22635769
40.11731013,-72.15288224
40.11728503,-72.07647387
40.11725759,-71.99658815
40.11722934,-71.91553436
40.11720109,-71.8344806
40.11717293,-71.75356607
40.11714741,-71.67652824
40.1171219,-71.59949796
40.11709688,-71.52322897
40.11707187,-71.44696002
40.11704864,-71.37346566
40.11702542,-71.29997132
40.1170032,-71.2281003
40.11698099,-71.1562293
40.11695996,-71.08629918
40.11693944,-71.01720689
40.11692038,-70.95064048
40.11690043,-70.88251453
40.11687933,-70.81248035
40.11685971,-70.74492568
40.11683991,-70.6770611
40.11681874,-70.60690616
40.1167977,-70.53695504
40.11677666,-70.46700393
40.11675563,-70.39707813
40.11673307,-70.32463906
40.11671022,-70.25174043
40.11668737,-70.17884183
40.11666434,-70.10566544
40.11664131,-70.03248908
40.11662098,-69.96372992
40.11659981,-69.89356115
40.11657749,-69.82150836
40.11655649,-69.75163546
40.11653622,-69.68296606
40.11651597,-69.61434565
40.11649572,-69.54572526
40.11647541,-69.47699685
40.11645533,-69.40866376
40.11643518,-69.34020706
40.11641413,-69.27024597
40.11639362,-69.20117863
40.11637476,-69.13496053
40.11635577,-69.06850392
40.11633722,-69.00281497
40.11631888,-68.93752028
40.11630047,-68.87208392
40.11628171,-68.80602686
40.1162635,-68.74095951
40.11624447,-68.67443673
40.11622589,-68.6086986
40.11620814,-68.54444044
40.11619038,-68.4801823
40.11617263,-68.41592418
40.1161565,-68.35467934
40.11613992,-68.29260011
40.11612335,-68.23052089
40.11610639,-68.16771261
40.11608979,-68.10557773
40.11607319,-68.04344286
40.11605795,-67.98392592
40.11604272,-67.92440899
40.11602812,-67.86612721
40.11601385,-67.80852013
40.11600017,-67.75211886
40.11598649,-67.69571759
40.11597281,-67.63931633
40.11596013,-67.58502374
40.11594813,-67.53217917
40.11593612,-67.47933461
40.11592264,-67.42334954
40.11590953,-67.36812756
40.11589749,-67.3152307
40.11588633,-67.26426983
40.11587412,-67.21099643
40.11586192,-67.15772304
40.11585084,-67.10697176
40.11583976,-67.0561917
40.11582941,-67.00714852
40.11581907,-66.95810535
40.11580819,-66.90780992
40.11579659,-66.85587104
40.11578365,-66.80100172
40.11577125,-66.74731027
40.11575939,-66.69479751
40.11574792,-66.64315033
40.11573697,-66.59268176
40.11572577,-66.54165174
40.11571552,-66.4928298
40.11570508,-66.4435409
40.11569463,-66.394252
40.11568418,-66.34496312
40.11567298,-66.29391275
40.11566081,-66.24071427
40.11564763,-66.18535839
40.11563464,-66.13039284
40.11562146,-66.07503923
40.11560913,-66.02148645
40.1155975,-65.96946797
40.11558586,-65.9174495
40.11557399,-65.86490464
40.11556212,-65.8123598
40.11554912,-65.75739305
40.11553635,-65.70289699
40.1155233,-65.64779788
40.11551149,-65.59539693
40.11549996,-65.54359975
40.11548802,-65.49090715
40.11547533,-65.43658736
40.11546312,-65.38329514
40.1154509,-65.33000293
40.11543869,-65.27671072
40.11542852,-65.22807577
40.11541852,-65.17985248
40.11540811,-65.13065661
40.1153979,-65.08192134
40.11538627,-65.02991008
40.11537436,-64.97729449
40.11536209,-64.92387929
40.11534949,-64.86974152
40.11533708,-64.81601688
40.11532538,-64.76385136
40.1153136,-64.71152358
40.11530183,-64.65919582
40.11528882,-64.60418967
40.11527774,-64.55343286
40.1152654,-64.49985841
40.11525426,-64.44896144
40.115245,-64.40256883
40.11523645,-64.35796324
40.11522962,-64.31811176
40.11522322,-64.27953641
40.11521649,-64.23997603
40.11520908,-64.19846037
40.11520167,-64.15694471
40.11519426,-64.11542905
40.11518645,-64.07281883
40.11517774,-64.02780154
40.11516886,-63.98236696
40.11515969,-63.93618031
40.11515069,-63.8904399
40.11514146,-63.84412089
40.11513108,-63.79496805
40.11512047,-63.74531335
40.11510954,-63.69487799
40.11509827,-63.6436907
40.11508721,-63.59297918
40.11507661,-63.54332004
40.115066,-63.49366092
40.1150554,-63.44400179
40.11504479,-63.39434268
40.11503447,-63.34534613
40.1150243,-63.29670729
40.11501413,-63.24806846
40.11500395,-63.19942964
40.11499479,-63.15327391
40.11498563,-63.1071182
40.1149758,-63.05930531
40.11496646,-63.01269689
40.11495723,-62.96636948
40.11494888,-62.92228756
40.11494052,-62.87820564
40.11493067,-62.83035576
40.11491981,-62.7800971
40.11490895,-62.72983845
40.11489809,-62.6795798
40.11488621,-62.62702334
40.1148735,-62.57266185
40.1148608,-62.51830037
40.11484573,-62.45909875
40.11483086,-62.40030613
40.11481818,-62.34599886
40.11480474,-62.29008064
40.1147915,-62.23459155
40.11477811,-62.1788012
40.11476395,-62.12140957
40.11475075,-62.06600174
40.11473755,-62.01059392
40.11472469,-61.95592251
40.1147118,-61.90117604
40.11469913,-61.84688641
40.11468627,-61.79220608
40.11467342,-61.73752576
40.11466167,-61.68526002
40.11464992,-61.6329943
40.1146382,-61.5807884
40.11462707,-61.52990416
40.11461458,-61.47599989
40.11460208,-61.42209563
40.11458959,-61.36819139
40.11457729,-61.31471072
40.11456615,-61.26380566
40.11455526,-61.21348548
40.11454477,-61.16410973
40.11453429,-61.11473398
40.11452348,-61.06459496
40.11451267,-61.01445596
40.11450192,-60.96446214
40.11449118,-60.91446834
40.11447934,-60.86200351
40.1144675,-60.80953869
40.11445547,-60.7566365
40.11444364,-60.70417541
40.1144316,-60.65126104
40.11441796,-60.59493809
40.11440502,-60.54008842
40.11439254,-60.48620964
40.11438005,-60.43233087
40.11436764,-60.37859793
40.1143559,-60.32634974
40.11434492,-60.27582378
40.11433373,-60.22480075
40.11432229,-60.17322609
40.1143104,-60.12064151
40.11429714,-60.06510759
40.11428224,-60.0062363
40.11426689,-59.94649391
40.11425132,-59.88632284
40.11423575,-59.82615178
40.11422216,-59.76993168
40.11420691,-59.71037507
40.11419235,-59.652194
40.11417849,-59.595424
40.11416409,-59.53753764
40.11415009,-59.48049413
40.11413601,-59.42326179
40.11412085,-59.36388129
40.11410556,-59.30425683
40.11409027,-59.24463251
40.11407366,-59.1824742
40.1140585,-59.12310873
40.11404335,-59.06374327
40.1140257,-58.9996789
40.1140077,-58.93497931
40.1139897,-58.87027975
40.1139717,-58.8055802
40.11395378,-58.74102679
40.11393527,-58.67541125
40.11391717,-58.61052785
40.1138992,-58.54589527
40.11388039,-58.47974645
40.11386203,-58.41440309
40.11384289,-58.34769559
40.11382332,-58.28022934
40.11380416,-58.21347608
40.11378532,-58.14728423
40.1137666,-58.08130492
40.1137469,-58.01360733
40.11372844,-57.94808797
40.1137119,-57.88607322
40.11369345,-57.82056517
40.1136776,-57.75985887
40.11366419,-57.70400726
40.11365083,-57.6482781
40.11363889,-57.59558855
40.11362844,-57.54628708
40.11361938,-57.50037016
40.11361081,-57.45574717
40.11360225,-57.41112418
40.11359354,-57.36611127
40.1135853,-57.32234296
40.11357706,-57.27857466
40.11356914,-57.23563381
40.11356143,-57.1933033
40.11355385,-57.151321
40.11354539,-57.10696145
40.11353693,-57.06260191
40.11352927,-57.02039236
40.11352013,-56.97430527
40.11351044,-56.92681498
40.11350044,-56.87860661
40.11349105,-56.83186574
40.11348141,-56.78451582
40.11347189,-56.73745756
40.11346253,-56.69082083
40.11345328,-56.64442496
40.11344373,-56.59730356
40.11343405,-56.54986663
40.11342411,-56.50177224
40.11341511,-56.45602389
40.11340619,-56.41048297
40.11339804,-56.36694784
40.11338903,-56.32116343
40.11337979,-56.2748088
40.1133693,-56.22542853
40.11335882,-56.17604827
40.11334865,-56.12743426
40.11333863,-56.07915845
40.11332856,-56.03076546
40.11331948,-55.98479997
40.11331031,-55.93863041
40.11330093,-55.89190994
40.11329225,-55.84698594
40.11328346,-55.80179098
40.11327465,-55.75651925
40.11326716,-55.71479273
40.11325992,-55.67375596
40.11325278,-55.63299868
40.11324595,-55.59314603
40.1132397,-55.55501782
40.11323268,-55.51460154
40.11322539,-55.47344467
40.11321816,-55.43244762
40.11320975,-55.38821535
40.11320226,-55.34647847
40.1131955,-55.30683426
40.11318932,-55.26890874
40.11318148,-55.22622069
40.11317481,-55.18684128
40.11316813,-55.14740964
40.11316144,-55.107978
40.11315433,-55.0673079
40.11314713,-55.02639877
40.11314045,-54.98698233
40.11313333,-54.94627826
40.11312601,-54.90503431
40.11311977,-54.86692862
40.11311298,-54.8271968
40.11310591,-54.78664714
40.11309884,-54.7460975
40.11309079,-54.70281987
40.11308273,-54.65954225
40.11307406,-54.6146196
40.1130669,-54.57383435
40.11305975,-54.53304911
40.11305276,-54.49273734
40.11304559,-54.45187925
40.11303913,-54.41313038
40.11303181,-54.3718719
40.11302447,-54.33056149
40.1130165,-54.28750889
40.11300805,-54.2431838
40.11299895,-54.19717398
40.11298873,-54.14843
40.1129783,-54.09917996
40.11296644,-54.04665289
40.11295525,-53.99564398
40.11294503,-53.94689163
40.11293555,-53.89992282
40.11292638,-53.85375973
40.11291765,-53.80870893
40.11290874,-53.76317322
40.11289959,-53.71705628
40.11289045,-53.67093935
40.11287949,-53.62045589
40.11286919,-53.57150934
40.11285988,-53.52499588
40.11285048,-53.47823015
40.11284226,-53.43451305
40.11283404,-53.39079595
40.11282583,-53.34707886
40.11281729,-53.3025218
40.11280866,-53.25773519
40.11279965,-53.21195814
40.11279014,-53.16492695
40.11278032,-53.11712467
40.11277109,-53.07081275
40.11276267,-53.02656138
40.11275372,-52.98092363
40.11274387,-52.93306141
40.11273365,-52.88431058
40.11272343,-52.83555976
40.11271283,-52.7859168
40.11270295,-52.73796978
40.11269168,-52.68677753
40.11268041,-52.63558528
40.11266845,-52.58284274
40.11265649,-52.5301002
40.11264547,-52.47948601
40.11263487,-52.42982493
40.11262391,-52.37935586
40.11261266,-52.32818949
40.11260017,-52.27431436
40.11258711,-52.21919149
40.11257378,-52.1635095
40.11256044,-52.10782752
40.11254782,-52.0536385
40.11253538,-51.99984909
40.11252156,-51.94315645
40.11250783,-51.88666248
40.11249454,-51.83105942
40.11248078,-51.77449069
40.11246756,-51.71904765
40.11245407,-51.66303406
40.11244086,-51.60760735
40.11242806,-51.55305939
40.11241473,-51.49738102
40.11240209,-51.44314904
40.11238924,-51.38847993
40.11237432,-51.32957378
40.11235865,-51.26921209
40.11234253,-51.20798251
40.11232641,-51.14675293
40.11231029,-51.08552337
40.11229417,-51.02429382
40.11227817,-50.9633029
40.1122614,-50.90084397
40.11224529,-50.83963987
40.11222753,-50.77538123
40.11221061,-50.71264197
40.11219368,-50.64990272
40.11217675,-50.58716146
40.11215817,-50.52142779
40.11213936,-50.45528197
40.11212058,-50.38918409
40.11210233,-50.32404654
40.11208455,-50.25974295
40.11206629,-50.19457471
40.11204803,-50.12940649
40.11203169,-50.06776905
40.11201637,-50.00807107
40.11199917,-49.94483301
40.11198134,-49.88043604
40.11196404,-49.81701372
40.11194826,-49.75643369
40.1119328,-49.69647253
40.11191658,-49.63505696
40.11190036,-49.5736414
40.11188153,-49.50746499
40.11186212,-49.44027393
40.11184325,-49.37402867
40.11182456,-49.30809217
40.11180604,-49.2424784
40.11178571,-49.17371304
40.11176467,-49.1037593
40.11174376,-49.0340253
40.1117236,-48.96556271
40.11170345,-48.89710013
40.11168215,-48.8267136
40.11166023,-48.75531739
40.11163826,-48.68383958
40.11161609,-48.61204037
40.11159393,-48.54024119
40.111572,-48.46883285
40.11155157,-48.3998957
40.11153013,-48.32929862
40.1115087,-48.25870157
40.11148745,-48.18839093
40.11146552,-48.11697864
40.11144272,-48.04416192
40.11141992,-47.97134523
40.11139734,-47.89887776
40.11137354,-47.82448519
40.11135022,-47.75083458
40.11132689,-47.67718398
40.11130493,-47.60572498
40.11128115,-47.53134954
40.11125822,-47.45833425
40.11123616,-47.38670015
40.1112128,-47.31299525
40.11118805,-47.23712118
40.11116329,-47.16124713
40.11113793,-47.08444325
40.11111255,-47.00761675
40.11108674,-46.93014776
40.11106094,-46.85267879
40.11103513,-46.77520985
40.11100932,-46.69774094
40.11098356,-46.62033862
40.11095656,-46.54110071
40.11092957,-46.46186284
40.11090255,-46.38259457
40.11087219,-46.29857321
40.11084218,-46.21502875
40.11081217,-46.13148433
40.1107822,-46.04799561
40.11075479,-45.96816492
40.11072492,-45.88481962
40.11069208,-45.79741706
40.11066157,-45.71319092
40.11063105,-45.62893805
40.11060053,-45.54468521
40.11057043,-45.46103082
40.11054034,-45.37737647
40.11051085,-45.2945576
40.11047884,-45.20827862
40.11044619,-45.12113934
40.11041266,-45.03282967
40.11037811,-44.94319653
40.11034477,-44.85514044
40.11031143,-44.7670844
40.11027732,-44.67801483
40.11024356,-44.58941469
40.11021115,-44.50259933
40.11017875,-44.41578402
40.11014544,-44.32777492
40.11011214,-44.23976587
40.11007948,-44.15261574
40.11004712,-44.06587174
40.11001477,-43.97912777
40.1099815,-43.891174
40.10994824,-43.80322027
40.10991541,-43.71583958
40.10988356,-43.62977462
40.10985328,-43.54585583
40.10982312,-43.46210892
40.10979258,-43.37783777
40.109762,-43.29350192
40.1097329,-43.21123083
40.10970379,-43.12895978
40.10967446,-43.04637147
40.10964495,-42.96352833
40.1096141,-42.87882323
40.10958302,-42.79380985
40.10955353,-42.71099125
40.10952557,-42.63034971
40.10949761,-42.54970821
40.10946956,-42.4689422
40.1094427,-42.38991013
40.10941519,-42.30992716
40.10938635,-42.22803347
40.10935687,-42.14523113
40.10933011,-42.06634105
40.10930376,-41.98805544
40.10928015,-41.91396079
40.10925648,-41.83976735
40.10923161,-41.76370798
40.10920673,-41.68764864
40.10918254,-41.61263887
40.10916002,-41.54027266
40.10913805,-41.4687848
40.10911607,-41.39729696
40.10909538,-41.3279302
40.10907416,-41.25768013
40.10905294,-41.18743008
40.10903157,-41.11693479
40.10901107,-41.04787203
40.10899035,-40.97846
40.10896865,-40.90741725
40.10894863,-40.83919467
40.10892816,-40.77018792
40.10890929,-40.70394893
40.10889043,-40.63770997
40.10887156,-40.57147102
40.10885207,-40.50415398
40.10883269,-40.43701389
40.10881352,-40.37024844
40.10879199,-40.29947979
40.10877045,-40.22871116
40.10874904,-40.15814816
40.10872763,-40.08757774
40.10870797,-40.01995658
40.10868781,-39.95147727
40.10866595,-39.88017609
40.10864422,-39.80910265
40.1086225,-39.73802923
40.10860027,-39.66612228
40.10857942,-39.596494
40.108557,-39.52427624
40.10853501,-39.45276805
40.10851253,-39.38045266
40.1084875,-39.30416095
40.10846247,-39.22786928
